F1	6137486595
F0	2112787584
f1	1800024576
f2	45483008
f3	19343232
f4	16232576
f5	15856896
f6	16199424
f7	16701440
f8	17175040
f9	17468928
f10	17678336
f11	17368064
f12	16814464
f13	15699200
f14	14233728
f15	12534016
f16	10695296
f17	8757504
f18	6960512
f19	5408000
f20	4032768
f21	2957568
f22	2109056
f23	1495680
f24	1052800
f25	759936
f26	558336
f27	437632
f28	344320
f29	310272
f30	266496
f31	243968
f32	229248
f33	215040
f34	190208
f35	183296
f36	177920
f37	170496
f38	164864
f39	152960
f40	141312
f41	130688
f42	127488
f43	122112
f44	112640
f45	110464
f46	100352
f47	104832
f48	95616
f49	90624
f50	91008
f51	87936
f52	85120
f53	86656
f54	75264
f55	74880
f56	70656
f57	69376
f58	61824
f59	64256
f60	67456
f61	59776
f62	60544
f63	57856
f64	57472


Time taken = 397.203230 seconds
