F1	7723006639
F0	2149319168
f1	1828058624
f2	46390016
f3	15438080
f4	11177216
f5	10397696
f6	10622464
f7	11058432
f8	11567360
f9	12185344
f10	12709120
f11	13297408
f12	13930240
f13	14157312
f14	14365952
f15	14426112
f16	14080512
f17	13492992
f18	12491264
f19	11467008
f20	10176512
f21	8720896
f22	7259648
f23	5907968
f24	4666624
f25	3608832
f26	2749184
f27	2060288
f28	1511936
f29	1137152
f30	802816
f31	574976
f32	454656
f33	343552
f34	274688
f35	228608
f36	212992
f37	187392
f38	175104
f39	170496
f40	161536
f41	157440
f42	150016
f43	147456
f44	124672
f45	125440
f46	116480
f47	116480
f48	108032
f49	104960
f50	93952
f51	88832
f52	93440
f53	84992
f54	77824
f55	79104
f56	78848
f57	74496
f58	62208
f59	67840
f60	64000
f61	68352
f62	59648
f63	56064
f64	57088


Time taken = 384.496392 seconds
