F1	4552656495
F0	1919852672
f1	1629494272
f2	46791808
f3	26428800
f4	24155904
f5	23719040
f6	23392256
f7	22914688
f8	21630976
f9	19725312
f10	17279872
f11	14514560
f12	11567872
f13	8955648
f14	6646144
f15	4700416
f16	3304832
f17	2189568
f18	1472640
f19	1034880
f20	737920
f21	566144
f22	451840
f23	381568
f24	332544
f25	299904
f26	269952
f27	251904
f28	227328
f29	218368
f30	193920
f31	193024
f32	182016
f33	164992
f34	150912
f35	147968
f36	136704
f37	126336
f38	126080
f39	113664
f40	113920
f41	108032
f42	105984
f43	99072
f44	94592
f45	87296
f46	86784
f47	75904
f48	80256
f49	78208
f50	75520
f51	72448
f52	66304
f53	63872
f54	65920
f55	57600
f56	58752
f57	55168
f58	55424
f59	53760
f60	48512
f61	52864
f62	51712
f63	43520
f64	46976


Time taken = 383.989243 seconds
