F1	9309469837
F0	2016707776
f1	1697309312
f2	47500672
f3	13030144
f4	7894400
f5	6716800
f6	6619840
f7	6875584
f8	7402880
f9	7873472
f10	8454208
f11	9055296
f12	9582080
f13	10121024
f14	10615424
f15	11136768
f16	11645120
f17	11965440
f18	12242432
f19	12323264
f20	12266688
f21	11853632
f22	11353344
f23	10602560
f24	9698112
f25	8647360
f26	7556160
f27	6383232
f28	5340416
f29	4334912
f30	3440064
f31	2701248
f32	2080768
f33	1561280
f34	1157888
f35	862976
f36	632320
f37	475264
f38	363648
f39	281152
f40	223104
f41	187904
f42	163456
f43	153024
f44	136064
f45	128448
f46	123008
f47	123200
f48	111232
f49	107328
f50	99200
f51	99584
f52	95872
f53	88576
f54	82496
f55	85376
f56	77504
f57	75264
f58	69632
f59	66432
f60	67648
f61	62016
f62	61120
f63	60160
f64	57728


Time taken = 416.739412 seconds
