F1	28380966541
F0	5188550656
f1	4645234688
f2	192909312
f3	44888064
f4	17922048
f5	9519104
f6	6600704
f7	4446208
f8	3676160
f9	3026944
f10	2537472
f11	2371584
f12	2140160
f13	2027520
f14	2056192
f15	1837056
f16	1724416
f17	2074624
f18	1888256
f19	1914880
f20	1974272
f21	2109440
f22	2107392
f23	2285568
f24	2328576
f25	2295808
f26	2377728
f27	2408448
f28	2490368
f29	2557952
f30	2727936
f31	2652160
f32	2799616
f33	2779136
f34	2885632
f35	2924544
f36	2918400
f37	3012608
f38	3045376
f39	2985984
f40	3225600
f41	3244032
f42	3260416
f43	3424256
f44	3373056
f45	3340288
f46	3422208
f47	3602432
f48	3487744
f49	3694592
f50	3786752
f51	3692544
f52	3713024
f53	3782656
f54	3921920
f55	4106240
f56	4124672
f57	4044800
f58	4308992
f59	4511744
f60	4321280
f61	4372480
f62	4462592
f63	4530176
f64	4380672


fFinal value of th = 11


Time taken = 1180.362322 seconds
