F1	28380966541
F0	5189652480
f1	4645378048
f2	193559552
f3	44744704
f4	17947648
f5	9701376
f6	6547456
f7	4608000
f8	3658752
f9	2965504
f10	2546688
f11	2325504
f12	2080768
f13	1957888
f14	1900544
f15	1822720
f16	1721344
f17	1976320
f18	1921024
f19	1973248
f20	1983488
f21	2101248
f22	2116608
f23	2191360
f24	2273280
f25	2298880
f26	2398208
f27	2425856
f28	2516992
f29	2569216
f30	2679808
f31	2683904
f32	2798592
f33	2832384
f34	2892800
f35	2937856
f36	2926592
f37	3020800
f38	3129344
f39	2962432
f40	3178496
f41	3290112
f42	3302400
f43	3401728
f44	3345408
f45	3443712
f46	3412992
f47	3557376
f48	3502080
f49	3666944
f50	3749888
f51	3722240
f52	3766272
f53	3891200
f54	3989504
f55	4071424
f56	4073472
f57	4180992
f58	4272128
f59	4391936
f60	4438016
f61	4456448
f62	4558848
f63	4556800
f64	4480000


fFinal value of th = 10


Time taken = 1200.717893 seconds


Disk read time = 713.269312 seconds
